init_mode,prior,AUC_mean,AUC_std,Best@10_mean,Best@10_std
bad,llm_good,9474.872759330445,639.6992112830561,485.67680633505864,39.93205390911283
bad,no_prior,6912.4731771169645,2246.544526450055,344.94636928881374,119.86648130266633
bad,heuristic,5371.865944952712,2102.961153471026,264.63073946315416,102.525692706341
bad,llm_bad,3118.2245957667947,323.0418682132711,162.9631966535351,19.620089992784116
