init_mode,prior,AUC_mean,AUC_std,Best@10_mean,Best@10_std
random,llm_bad,6.171663341916584,1.2511774210798612,0.31461213502889834,0.05975486730510404
random,llm_good,5.622210843826029,0.6932982673276998,0.2835601011347952,0.04523472104838913
random,random_policy,4.853275403351353,1.67098117337433,0.24766590772825994,0.09119333587770655
random,no_prior,4.418779399096105,0.9112064632032106,0.20116612027014943,0.036376833277384966
random,random_prior,4.07297272126264,0.6456082727917729,0.20557273929945474,0.03309666580484248
