init_mode,prior,AUC_mean,AUC_std,Best@10_mean,Best@10_std
bad,llm_good,10326.132826538314,1.7909553420084787,657.601645734536,1.1368683772161603e-13
bad,llm_bad,10320.652626894604,14.296278030017929,662.4575705224075,10.858177919306998
bad,heuristic,10296.703164449347,39.904152577964304,657.601645734536,9.282491429618472e-14
bad,no_prior,10258.262257773575,153.14826236951635,647.2124164211065,23.231022978661983
