,iter,idx,y,best_so_far,method,x1,x2,x3,x4,x5,seed
44,18,83,325.55999755859375,703.3133544921875,random,47.4900016784668,50.27000045776367,1.4700000286102295,0.6499999761581421,0.1599999964237213,26
45,19,100,283.8599853515625,703.3133544921875,random,51.72999954223633,32.119998931884766,3.9200000762939453,2.2899999618530273,9.960000038146973,26
46,-3,6,17.889999389648438,17.889999389648438,random,18.739999771118164,0.17000000178813934,18.40999984741211,36.130001068115234,26.579999923706055,27
47,-2,17,226.25,226.25,random,34.130001068115234,42.189998626708984,8.789999961853027,13.220000267028809,1.690000057220459,27
48,-1,2,20.030000686645508,226.25,random,16.8799991607666,1.25,24.959999084472656,49.58000183105469,7.320000171661377,27
49,0,119,33.439998626708984,226.25,random,60.0,0.0,0.0,40.0,0.0,27
50,1,163,24.010000228881836,226.25,random,90.0,0.0,0.0,10.0,0.0,27
51,2,35,160.6199188232422,226.25,random,41.40999984741211,52.849998474121094,1.8799999952316284,2.5199999809265137,1.4199999570846558,27
52,3,103,271.55999755859375,271.55999755859375,random,53.400001525878906,33.900001525878906,1.1799999475479126,11.34000015258789,0.25,27
53,4,112,76.51244354248047,271.55999755859375,random,56.59000015258789,31.34000015258789,5.460000038146973,0.9300000071525574,5.730000019073486,27
54,5,134,49.97999954223633,271.55999755859375,random,74.30999755859375,0.38999998569488525,0.10000000149011612,25.18000030517578,0.03999999910593033,27
55,6,173,9.020000457763672,271.55999755859375,random,93.87000274658203,0.23999999463558197,0.5600000023841858,0.23999999463558197,5.110000133514404,27
56,7,158,16.65999984741211,271.55999755859375,random,88.44999694824219,3.5,1.8899999856948853,1.9600000381469727,4.210000038146973,27
57,8,100,283.8599853515625,283.8599853515625,random,51.72999954223633,32.119998931884766,3.9200000762939453,2.2899999618530273,9.960000038146973,27
58,9,85,336.239990234375,336.239990234375,random,48.33000183105469,50.130001068115234,1.3200000524520874,0.2199999988079071,0.03999999910593033,27
59,10,138,4.559999942779541,336.239990234375,random,80.26000213623047,0.5299999713897705,12.029999732971191,5.46999979019165,1.7799999713897705,27
60,11,84,750.9000244140625,750.9000244140625,random,47.810001373291016,49.290000915527344,0.550000011920929,1.4600000381469727,0.8899999856948853,27
61,12,99,117.30500030517578,750.9000244140625,random,50.7400016784668,41.04999923706055,1.649999976158142,4.690000057220459,1.8700000047683716,27
62,13,130,179.1199951171875,750.9000244140625,random,70.13999938964844,27.18000030517578,1.4500000476837158,0.27000001072883606,0.9700000286102295,27
63,14,109,192.74000549316406,750.9000244140625,random,55.31999969482422,37.040000915527344,1.899999976158142,2.319999933242798,3.440000057220459,27
64,15,81,348.8800048828125,750.9000244140625,random,47.20000076293945,49.4900016784668,2.009999990463257,0.3100000023841858,1.0099999904632568,27
65,16,111,203.82000732421875,750.9000244140625,random,55.36000061035156,38.380001068115234,1.1299999952316284,4.150000095367432,1.0399999618530273,27
66,17,129,411.82000732421875,750.9000244140625,random,70.0,30.0,0.0,0.0,0.0,27
67,18,53,649.9485473632812,750.9000244140625,random,44.29999923706055,54.68000030517578,0.03999999910593033,0.28999999165534973,0.7799999713897705,27
68,19,64,328.2099914550781,750.9000244140625,random,45.209999084472656,49.38999938964844,3.5899999141693115,1.4500000476837158,0.4099999964237213,27
69,-3,55,17.350000381469727,17.350000381469727,random,44.54999923706055,0.5,51.54999923706055,1.100000023841858,2.309999942779541,28
70,-2,6,17.889999389648438,17.889999389648438,random,18.739999771118164,0.17000000178813934,18.40999984741211,36.130001068115234,26.579999923706055,28
71,-1,47,325.4200134277344,325.4200134277344,random,43.16999816894531,34.0099983215332,3.890000104904175,2.0399999618530273,16.959999084472656,28
72,0,156,63.529998779296875,325.4200134277344,random,87.88999938964844,2.0,6.260000228881836,2.4200000762939453,1.3300000429153442,28
73,1,108,140.6999969482422,325.4200134277344,random,55.0,0.0,0.0,0.0,45.0,28
74,2,155,52.77000045776367,325.4200134277344,random,86.5999984741211,1.100000023841858,0.2800000011920929,2.4200000762939453,9.539999961853027,28
75,3,159,31.239999771118164,325.4200134277344,random,88.5,7.909999847412109,0.9599999785423279,1.9500000476837158,0.6399999856948853,28
76,4,68,339.00799560546875,339.00799560546875,random,45.63999938964844,48.86000061035156,2.640000104904175,1.7799999713897705,1.090000033378601,28
77,5,174,9.710000038146973,339.00799560546875,random,94.58000183105469,0.029999999329447746,1.149999976158142,1.3799999952316284,2.9100000858306885,28
78,6,2,20.030000686645508,339.00799560546875,random,16.8799991607666,1.25,24.959999084472656,49.58000183105469,7.320000171661377,28
79,7,121,47.220001220703125,339.00799560546875,random,60.099998474121094,38.38999938964844,0.550000011920929,0.10999999940395355,0.8600000143051147,28
80,8,95,184.69000244140625,339.00799560546875,random,50.349998474121094,40.599998474121094,5.369999885559082,2.440000057220459,1.2599999904632568,28
81,9,11,34.349998474121094,339.00799560546875,random,19.84000015258789,1.059999942779541,28.700000762939453,33.619998931884766,16.75,28
82,10,158,16.65999984741211,339.00799560546875,random,88.44999694824219,3.5,1.8899999856948853,1.9600000381469727,4.210000038146973,28
83,11,82,322.69976806640625,339.00799560546875,random,47.2599983215332,44.459999084472656,7.320000171661377,0.6899999976158142,0.23000000417232513,28
84,12,164,199.10000610351562,339.00799560546875,random,90.0,10.0,0.0,0.0,0.0,28
85,13,111,203.82000732421875,339.00799560546875,random,55.36000061035156,38.380001068115234,1.1299999952316284,4.150000095367432,1.0399999618530273,28
86,14,23,424.1973876953125,424.1973876953125,random,38.33000183105469,43.599998474121094,0.10000000149011612,3.630000114440918,14.300000190734863,28
87,15,41,281.67999267578125,424.1973876953125,random,42.29999923706055,45.06999969482422,4.489999771118164,5.210000038146973,3.0199999809265137,28
88,16,13,215.3699951171875,424.1973876953125,random,25.0,0.0,0.0,0.0,75.0,28
89,17,152,28.389999389648438,424.1973876953125,random,85.37999725341797,1.659999966621399,1.4500000476837158,1.100000023841858,10.479999542236328,28
90,18,53,649.9485473632812,649.9485473632812,random,44.29999923706055,54.68000030517578,0.03999999910593033,0.28999999165534973,0.7799999713897705,28
91,19,43,26.56999969482422,649.9485473632812,random,42.439998626708984,1.1100000143051147,1.4900000095367432,54.040000915527344,0.949999988079071,28
92,-3,123,83.284912109375,83.284912109375,random,61.93000030517578,30.520000457763672,7.050000190734863,0.20000000298023224,0.36000001430511475,29
93,-2,38,2.7409520149230957,83.284912109375,random,41.63999938964844,0.6000000238418579,0.5899999737739563,54.70000076293945,2.4800000190734863,29
94,-1,6,17.889999389648438,83.284912109375,random,18.739999771118164,0.17000000178813934,18.40999984741211,36.130001068115234,26.579999923706055,29
95,0,104,207.3800048828125,207.3800048828125,random,53.65999984741211,38.5099983215332,1.5700000524520874,4.75,1.5800000429153442,29
96,1,174,9.710000038146973,207.3800048828125,random,94.58000183105469,0.029999999329447746,1.149999976158142,1.3799999952316284,2.9100000858306885,29
97,2,65,283.2099914550781,283.2099914550781,random,45.40999984741211,48.5099983215332,2.0999999046325684,2.640000104904175,1.3799999952316284,29
98,3,112,76.51244354248047,283.2099914550781,random,56.59000015258789,31.34000015258789,5.460000038146973,0.9300000071525574,5.730000019073486,29
99,4,113,540.1900024414062,540.1900024414062,random,56.619998931884766,37.68000030517578,3.059999942779541,1.1299999952316284,1.5299999713897705,29
100,5,53,649.9485473632812,649.9485473632812,random,44.29999923706055,54.68000030517578,0.03999999910593033,0.28999999165534973,0.7799999713897705,29
101,6,46,240.44000244140625,649.9485473632812,random,43.130001068115234,49.29999923706055,3.1600000858306885,1.7200000286102295,2.740000009536743,29
102,7,36,162.7067108154297,649.9485473632812,random,41.599998474121094,51.43000030517578,2.0999999046325684,4.909999847412109,0.03999999910593033,29
103,8,173,9.020000457763672,649.9485473632812,random,93.87000274658203,0.23999999463558197,0.5600000023841858,0.23999999463558197,5.110000133514404,29
104,9,176,26.190000534057617,649.9485473632812,random,95.0,0.0,0.0,0.0,5.0,29
105,10,63,395.739990234375,649.9485473632812,random,45.150001525878906,42.25,7.820000171661377,1.9800000190734863,2.8299999237060547,29
106,11,142,11.925000190734863,649.9485473632812,random,83.16999816894531,1.7200000286102295,3.5399999618530273,2.430000066757202,9.069999694824219,29
107,12,125,36.880001068115234,649.9485473632812,random,67.0999984741211,30.149999618530273,0.7200000286102295,0.03999999910593033,1.9500000476837158,29
108,13,159,31.239999771118164,649.9485473632812,random,88.5,7.909999847412109,0.9599999785423279,1.9500000476837158,0.6399999856948853,29
109,14,92,608.8699951171875,649.9485473632812,random,49.58000183105469,45.41999816894531,0.8899999856948853,2.25,1.9299999475479126,29
110,15,93,625.3300170898438,649.9485473632812,random,49.720001220703125,48.060001373291016,1.1100000143051147,0.8899999856948853,0.23000000417232513,29
111,16,120,588.4650268554688,649.9485473632812,random,60.0,40.0,0.0,0.0,0.0,29
112,17,26,687.780029296875,687.780029296875,random,38.91999816894531,49.279998779296875,0.09000000357627869,0.949999988079071,10.670000076293945,29
113,18,29,419.510009765625,687.780029296875,random,39.900001525878906,45.900001525878906,3.3399999141693115,1.7599999904632568,9.140000343322754,29
114,19,155,52.77000045776367,687.780029296875,random,86.5999984741211,1.100000023841858,0.2800000011920929,2.4200000762939453,9.539999961853027,29
115,-3,17,226.25,226.25,random,34.130001068115234,42.189998626708984,8.789999961853027,13.220000267028809,1.690000057220459,30
116,-2,52,19.18000030517578,226.25,random,44.0099983215332,0.09000000357627869,0.8999999761581421,54.709999084472656,0.30000001192092896,30
117,-1,107,12.1899995803833,226.25,random,54.47999954223633,0.6499999761581421,0.5299999713897705,0.46000000834465027,43.88999938964844,30
118,0,127,207.5800018310547,226.25,random,68.94000244140625,26.790000915527344,0.6899999976158142,1.0299999713897705,2.569999933242798,30
119,1,124,52.47346496582031,226.25,random,66.02999877929688,30.010000228881836,2.609999895095825,0.23999999463558197,1.0800000429153442,30
120,2,149,29.809999465942383,226.25,random,84.5999984741211,7.559999942779541,0.03999999910593033,7.829999923706055,0.05999999865889549,30
121,3,129,411.82000732421875,411.82000732421875,random,70.0,30.0,0.0,0.0,0.0,30
122,4,78,540.1900024414062,540.1900024414062,random,47.04999923706055,49.93000030517578,0.699999988079071,1.6299999952316284,0.7300000190734863,30
123,5,142,11.925000190734863,540.1900024414062,random,83.16999816894531,1.7200000286102295,3.5399999618530273,2.430000066757202,9.069999694824219,30
124,6,13,215.3699951171875,540.1900024414062,random,25.0,0.0,0.0,0.0,75.0,30
125,7,140,16.510000228881836,540.1900024414062,random,82.27999877929688,2.430000066757202,2.9700000286102295,3.559999942779541,8.720000267028809,30
126,8,25,44.099998474121094,540.1900024414062,random,38.900001525878906,0.029999999329447746,0.20999999344348907,2.950000047683716,57.95000076293945,30
127,9,173,9.020000457763672,540.1900024414062,random,93.87000274658203,0.23999999463558197,0.5600000023841858,0.23999999463558197,5.110000133514404,30
128,10,169,6.25,540.1900024414062,random,91.12999725341797,1.9900000095367432,1.9500000476837158,2.240000009536743,2.690000057220459,30
129,11,141,11.470000267028809,540.1900024414062,random,82.9800033569336,8.039999961853027,4.789999961853027,2.5799999237060547,1.5099999904632568,30
130,12,3,14.779999732971191,540.1900024414062,random,17.709999084472656,0.9800000190734863,25.34000015258789,50.29999923706055,5.679999828338623,30
131,13,99,117.30500030517578,540.1900024414062,random,50.7400016784668,41.04999923706055,1.649999976158142,4.690000057220459,1.8700000047683716,30
132,14,131,204.4149932861328,540.1900024414062,random,71.63999938964844,28.15999984741211,0.03999999910593033,0.10999999940395355,0.05000000074505806,30
133,15,34,293.92999267578125,540.1900024414062,random,41.22999954223633,49.060001373291016,3.4100000858306885,6.170000076293945,0.14000000059604645,30
134,16,73,545.1799926757812,545.1799926757812,random,46.5099983215332,49.5099983215332,2.059999942779541,1.059999942779541,0.8899999856948853,30
135,17,37,696.3900146484375,696.3900146484375,random,41.630001068115234,45.9900016784668,8.170000076293945,0.03999999910593033,4.239999771118164,30
136,18,64,328.2099914550781,696.3900146484375,random,45.209999084472656,49.38999938964844,3.5899999141693115,1.4500000476837158,0.4099999964237213,30
137,19,66,312.6499938964844,696.3900146484375,random,45.58000183105469,49.52000045776367,2.5899999141693115,0.49000000953674316,1.8899999856948853,30
138,-3,11,34.349998474121094,34.349998474121094,random,19.84000015258789,1.059999942779541,28.700000762939453,33.619998931884766,16.75,31
139,-2,103,271.55999755859375,271.55999755859375,random,53.400001525878906,33.900001525878906,1.1799999475479126,11.34000015258789,0.25,31
140,-1,117,11.4399995803833,271.55999755859375,random,59.81999969482422,0.23000000417232513,0.5,38.88999938964844,0.550000011920929,31
141,0,122,41.898338317871094,271.55999755859375,random,60.34000015258789,26.06999969482422,6.5,2.309999942779541,4.869999885559082,31
142,1,12,18.43000030517578,271.55999755859375,random,20.56999969482422,0.18000000715255737,35.599998474121094,39.40999984741211,4.159999847412109,31
143,2,67,135.26524353027344,271.55999755859375,random,45.599998474121094,46.5,1.6699999570846558,3.9600000381469727,2.259999990463257,31
144,3,172,7.079999923706055,271.55999755859375,random,93.11000061035156,0.029999999329447746,0.6299999952316284,3.7799999713897705,2.5,31
145,4,123,83.284912109375,271.55999755859375,random,61.93000030517578,30.520000457763672,7.050000190734863,0.20000000298023224,0.36000001430511475,31
146,5,156,63.529998779296875,271.55999755859375,random,87.88999938964844,2.0,6.260000228881836,2.4200000762939453,1.3300000429153442,31
147,6,144,32.040000915527344,271.55999755859375,random,84.01000213623047,2.490000009536743,0.6700000166893005,4.710000038146973,8.109999656677246,31
148,7,38,2.7409520149230957,271.55999755859375,random,41.63999938964844,0.6000000238418579,0.5899999737739563,54.70000076293945,2.4800000190734863,31
149,8,86,226.22000122070312,271.55999755859375,random,48.619998931884766,50.349998474121094,0.49000000953674316,0.5299999713897705,0.03999999910593033,31
150,9,111,203.82000732421875,271.55999755859375,random,55.36000061035156,38.380001068115234,1.1299999952316284,4.150000095367432,1.0399999618530273,31
151,10,7,8.725000381469727,271.55999755859375,random,19.1299991607666,0.4000000059604645,46.86000061035156,25.40999984741211,8.25,31
152,11,132,7.199999809265137,271.55999755859375,random,73.98999786376953,0.5,25.18000030517578,0.2800000011920929,0.03999999910593033,31
153,12,134,49.97999954223633,271.55999755859375,random,74.30999755859375,0.38999998569488525,0.10000000149011612,25.18000030517578,0.03999999910593033,31
154,13,50,200.75457763671875,271.55999755859375,random,43.79999923706055,45.290000915527344,7.889999866485596,2.430000066757202,0.550000011920929,31
155,14,175,6.440000057220459,271.55999755859375,random,94.80999755859375,0.30000001192092896,0.2800000011920929,0.07999999821186066,4.53000020980835,31
156,15,133,7.579999923706055,271.55999755859375,random,74.19000244140625,0.07000000029802322,24.760000228881836,0.17000000178813934,0.800000011920929,31
157,16,45,14.989999771118164,271.55999755859375,random,43.11000061035156,0.5299999713897705,53.45000076293945,0.5099999904632568,2.359999895095825,31
158,17,1,16.905000686645508,271.55999755859375,random,16.149999618530273,0.46000000834465027,25.3799991607666,51.41999816894531,6.550000190734863,31
159,18,47,325.4200134277344,325.4200134277344,random,43.16999816894531,34.0099983215332,3.890000104904175,2.0399999618530273,16.959999084472656,31
160,19,44,153.3649444580078,325.4200134277344,random,43.09000015258789,47.849998474121094,3.140000104904175,3.299999952316284,2.6700000762939453,31
161,-3,6,17.889999389648438,17.889999389648438,random,18.739999771118164,0.17000000178813934,18.40999984741211,36.130001068115234,26.579999923706055,32
162,-2,112,76.51244354248047,76.51244354248047,random,56.59000015258789,31.34000015258789,5.460000038146973,0.9300000071525574,5.730000019073486,32
163,-1,119,33.439998626708984,76.51244354248047,random,60.0,0.0,0.0,40.0,0.0,32
164,0,3,14.779999732971191,76.51244354248047,random,17.709999084472656,0.9800000190734863,25.34000015258789,50.29999923706055,5.679999828338623,32
165,1,151,18.25,76.51244354248047,random,85.08000183105469,7.75,3.5,2.240000009536743,1.3600000143051147,32
166,2,152,28.389999389648438,76.51244354248047,random,85.37999725341797,1.659999966621399,1.4500000476837158,1.100000023841858,10.479999542236328,32
167,3,1,16.905000686645508,76.51244354248047,random,16.149999618530273,0.46000000834465027,25.3799991607666,51.41999816894531,6.550000190734863,32
168,4,81,348.8800048828125,348.8800048828125,random,47.20000076293945,49.4900016784668,2.009999990463257,0.3100000023841858,1.0099999904632568,32
169,5,98,233.42999267578125,348.8800048828125,random,50.70000076293945,37.880001068115234,4.050000190734863,3.369999885559082,4.050000190734863,32
170,6,19,328.33831787109375,348.8800048828125,random,36.880001068115234,41.599998474121094,2.6700000762939453,1.850000023841858,16.989999771118164,32
171,7,124,52.47346496582031,348.8800048828125,random,66.02999877929688,30.010000228881836,2.609999895095825,0.23999999463558197,1.0800000429153442,32
172,8,156,63.529998779296875,348.8800048828125,random,87.88999938964844,2.0,6.260000228881836,2.4200000762939453,1.3300000429153442,32
173,9,101,214.2100067138672,348.8800048828125,random,51.810001373291016,39.099998474121094,5.150000095367432,0.7799999713897705,3.140000104904175,32
174,10,61,45.529998779296875,348.8800048828125,random,45.0,0.0,0.0,55.0,0.0,32
175,11,20,398.5758361816406,398.5758361816406,random,37.290000915527344,43.20000076293945,2.7699999809265137,1.809999942779541,14.9399995803833,32
176,12,116,545.780029296875,545.780029296875,random,58.7599983215332,39.810001373291016,0.75,0.15000000596046448,0.5299999713897705,32
177,13,50,200.75457763671875,545.780029296875,random,43.79999923706055,45.290000915527344,7.889999866485596,2.430000066757202,0.550000011920929,32
178,14,166,7.090000152587891,545.780029296875,random,90.30999755859375,0.18000000715255737,0.6200000047683716,8.25,0.6499999761581421,32
179,15,71,259.1099853515625,545.780029296875,random,46.119998931884766,48.400001525878906,2.7300000190734863,0.8600000143051147,1.909999966621399,32
180,16,100,283.8599853515625,545.780029296875,random,51.72999954223633,32.119998931884766,3.9200000762939453,2.2899999618530273,9.960000038146973,32
181,17,31,406.4700012207031,545.780029296875,random,40.02000045776367,41.4900016784668,0.07999999821186066,13.949999809265137,4.559999942779541,32
182,18,93,625.3300170898438,625.3300170898438,random,49.720001220703125,48.060001373291016,1.1100000143051147,0.8899999856948853,0.23000000417232513,32
183,19,18,382.45001220703125,625.3300170898438,random,34.959999084472656,44.31999969482422,1.7999999523162842,14.010000228881836,4.960000038146973,32
184,-3,11,34.349998474121094,34.349998474121094,random,19.84000015258789,1.059999942779541,28.700000762939453,33.619998931884766,16.75,33
185,-2,47,325.4200134277344,325.4200134277344,random,43.16999816894531,34.0099983215332,3.890000104904175,2.0399999618530273,16.959999084472656,33
186,-1,108,140.6999969482422,325.4200134277344,random,55.0,0.0,0.0,0.0,45.0,33
187,0,161,16.690000534057617,325.4200134277344,random,89.55000305175781,5.71999979019165,0.8299999833106995,1.7999999523162842,2.0999999046325684,33
188,1,54,8.390000343322754,325.4200134277344,random,44.349998474121094,0.18000000715255737,54.470001220703125,0.18000000715255737,0.8100000023841858,33
189,2,167,28.510000228881836,325.4200134277344,random,90.4800033569336,4.820000171661377,2.609999895095825,0.550000011920929,1.5700000524520874,33
190,3,123,83.284912109375,325.4200134277344,random,61.93000030517578,30.520000457763672,7.050000190734863,0.20000000298023224,0.36000001430511475,33
191,4,30,738.6629028320312,738.6629028320312,random,40.0,60.0,0.0,0.0,0.0,33
192,5,44,153.3649444580078,738.6629028320312,random,43.09000015258789,47.849998474121094,3.140000104904175,3.299999952316284,2.6700000762939453,33
193,6,56,195.35333251953125,738.6629028320312,random,44.56999969482422,48.470001220703125,2.930000066757202,1.600000023841858,2.4000000953674316,33
194,7,154,26.549999237060547,738.6629028320312,random,86.41000366210938,2.25,0.03999999910593033,1.8700000047683716,9.449999809265137,33
195,8,4,14.079999923706055,738.6629028320312,random,18.670000076293945,0.27000001072883606,47.09000015258789,24.030000686645508,9.989999771118164,33
196,9,104,207.3800048828125,738.6629028320312,random,53.65999984741211,38.5099983215332,1.5700000524520874,4.75,1.5800000429153442,33
197,10,107,12.1899995803833,738.6629028320312,random,54.47999954223633,0.6499999761581421,0.5299999713897705,0.46000000834465027,43.88999938964844,33
198,11,68,339.00799560546875,738.6629028320312,random,45.63999938964844,48.86000061035156,2.640000104904175,1.7799999713897705,1.090000033378601,33
199,12,163,24.010000228881836,738.6629028320312,random,90.0,0.0,0.0,10.0,0.0,33
200,13,57,289.7200012207031,738.6629028320312,random,44.61000061035156,47.529998779296875,2.049999952316284,3.1700000762939453,2.5799999237060547,33
201,14,48,111.89497375488281,738.6629028320312,random,43.4900016784668,46.88999938964844,4.179999828338623,5.099999904632568,0.3700000047683716,33
202,15,12,18.43000030517578,738.6629028320312,random,20.56999969482422,0.18000000715255737,35.599998474121094,39.40999984741211,4.159999847412109,33
203,16,86,226.22000122070312,738.6629028320312,random,48.619998931884766,50.349998474121094,0.49000000953674316,0.5299999713897705,0.03999999910593033,33
204,17,36,162.7067108154297,738.6629028320312,random,41.599998474121094,51.43000030517578,2.0999999046325684,4.909999847412109,0.03999999910593033,33
205,18,74,318.1919860839844,738.6629028320312,random,46.56999969482422,48.90999984741211,3.0799999237060547,1.1100000143051147,0.36000001430511475,33
206,19,135,7.25,738.6629028320312,random,74.87999725341797,0.07999999821186066,2.0199999809265137,22.010000228881836,1.0299999713897705,33
207,-3,133,7.579999923706055,7.579999923706055,random,74.19000244140625,0.07000000029802322,24.760000228881836,0.17000000178813934,0.800000011920929,34
208,-2,1,16.905000686645508,16.905000686645508,random,16.149999618530273,0.46000000834465027,25.3799991607666,51.41999816894531,6.550000190734863,34
209,-1,87,326.5400085449219,326.5400085449219,random,48.68000030517578,39.720001220703125,10.970000267028809,0.5799999833106995,0.03999999910593033,34
210,0,91,584.8900146484375,584.8900146484375,random,49.5099983215332,49.2400016784668,0.6200000047683716,0.11999999731779099,0.5600000023841858,34
211,1,28,390.2707824707031,584.8900146484375,random,39.61000061035156,48.06999969482422,7.510000228881836,1.9299999475479126,2.940000057220459,34
212,2,23,424.1973876953125,584.8900146484375,random,38.33000183105469,43.599998474121094,0.10000000149011612,3.630000114440918,14.300000190734863,34
213,3,70,286.1050109863281,584.8900146484375,random,46.04999923706055,49.900001525878906,2.2200000286102295,0.7699999809265137,1.090000033378601,34
214,4,43,26.56999969482422,584.8900146484375,random,42.439998626708984,1.1100000143051147,1.4900000095367432,54.040000915527344,0.949999988079071,34
215,5,118,537.77001953125,584.8900146484375,random,59.97999954223633,32.34000015258789,5.800000190734863,1.7100000381469727,0.05999999865889549,34
