,iter,idx,y,best_so_far,method,x1,x2,x3,x4,seed
86,6,65,53.29999923706055,55.400001525878906,baseline_ei,11.470000267028809,0.20000000298023224,53.0,10.600000381469727,12
87,7,28,51.70000076293945,55.400001525878906,baseline_ei,7.869999885559082,0.20000000298023224,56.0,6.800000190734863,12
88,8,45,56.099998474121094,56.099998474121094,baseline_ei,12.869999885559082,0.20000000298023224,53.0,6.599999904632568,12
89,9,76,49.29999923706055,56.099998474121094,baseline_ei,22.1200008392334,0.20000000298023224,70.0,5.0,12
90,10,2,50.900001525878906,56.099998474121094,baseline_ei,31.760000228881836,0.1599999964237213,49.0,14.5,12
91,11,66,48.900001525878906,56.099998474121094,baseline_ei,19.989999771118164,0.20000000298023224,59.0,12.699999809265137,12
92,12,3,0.0,56.099998474121094,baseline_ei,37.790000915527344,0.019999999552965164,42.0,9.0,12
93,13,42,40.29999923706055,56.099998474121094,baseline_ei,16.579999923706055,0.1899999976158142,69.0,11.600000381469727,12
94,14,38,47.099998474121094,56.099998474121094,baseline_ei,27.799999237060547,0.20000000298023224,68.0,6.199999809265137,12
95,15,23,30.799999237060547,56.099998474121094,baseline_ei,25.1200008392334,0.12999999523162842,70.0,11.399999618530273,12
96,16,59,56.900001525878906,56.900001525878906,baseline_ei,13.510000228881836,0.1899999976158142,51.0,7.0,12
97,17,40,50.79999923706055,56.900001525878906,baseline_ei,43.56999969482422,0.20000000298023224,53.0,6.699999809265137,12
98,18,64,29.200000762939453,56.900001525878906,baseline_ei,40.400001525878906,0.20000000298023224,67.0,14.800000190734863,12
99,19,47,54.400001525878906,56.900001525878906,baseline_ei,41.77000045776367,0.1899999976158142,30.0,13.199999809265137,12
100,-5,15,5.300000190734863,5.300000190734863,baseline_ei,1.149999976158142,0.1899999976158142,30.0,5.0,13
101,-4,1,3.299999952316284,5.300000190734863,baseline_ei,1.909999966621399,0.12999999523162842,30.0,5.199999809265137,13
102,-3,82,26.899999618530273,26.899999618530273,baseline_ei,6.139999866485596,0.1899999976158142,30.0,7.199999809265137,13
103,-2,69,33.29999923706055,33.29999923706055,baseline_ei,8.510000228881836,0.17000000178813934,30.0,5.900000095367432,13
104,-1,94,27.600000381469727,33.29999923706055,baseline_ei,5.699999809265137,0.20000000298023224,31.0,6.099999904632568,13
105,0,46,38.29999923706055,38.29999923706055,baseline_ei,10.239999771118164,0.1899999976158142,31.0,6.400000095367432,13
106,1,56,44.599998474121094,44.599998474121094,baseline_ei,10.9399995803833,0.20000000298023224,34.0,6.300000190734863,13
107,2,44,46.0,46.0,baseline_ei,9.359999656677246,0.20000000298023224,36.0,6.599999904632568,13
108,3,79,53.5,53.5,baseline_ei,12.039999961853027,0.20000000298023224,43.0,5.0,13
109,4,112,54.5,54.5,baseline_ei,10.380000114440918,0.17000000178813934,50.0,9.899999618530273,13
110,5,100,55.400001525878906,55.400001525878906,baseline_ei,10.470000267028809,0.1899999976158142,55.0,5.400000095367432,13
111,6,65,53.29999923706055,55.400001525878906,baseline_ei,11.470000267028809,0.20000000298023224,53.0,10.600000381469727,13
112,7,28,51.70000076293945,55.400001525878906,baseline_ei,7.869999885559082,0.20000000298023224,56.0,6.800000190734863,13
113,8,45,56.099998474121094,56.099998474121094,baseline_ei,12.869999885559082,0.20000000298023224,53.0,6.599999904632568,13
114,9,76,49.29999923706055,56.099998474121094,baseline_ei,22.1200008392334,0.20000000298023224,70.0,5.0,13
115,10,2,50.900001525878906,56.099998474121094,baseline_ei,31.760000228881836,0.1599999964237213,49.0,14.5,13
116,11,66,48.900001525878906,56.099998474121094,baseline_ei,19.989999771118164,0.20000000298023224,59.0,12.699999809265137,13
117,12,3,0.0,56.099998474121094,baseline_ei,37.790000915527344,0.019999999552965164,42.0,9.0,13
118,13,42,40.29999923706055,56.099998474121094,baseline_ei,16.579999923706055,0.1899999976158142,69.0,11.600000381469727,13
119,14,38,47.099998474121094,56.099998474121094,baseline_ei,27.799999237060547,0.20000000298023224,68.0,6.199999809265137,13
120,15,23,30.799999237060547,56.099998474121094,baseline_ei,25.1200008392334,0.12999999523162842,70.0,11.399999618530273,13
121,16,59,56.900001525878906,56.900001525878906,baseline_ei,13.510000228881836,0.1899999976158142,51.0,7.0,13
122,17,40,50.79999923706055,56.900001525878906,baseline_ei,43.56999969482422,0.20000000298023224,53.0,6.699999809265137,13
123,18,64,29.200000762939453,56.900001525878906,baseline_ei,40.400001525878906,0.20000000298023224,67.0,14.800000190734863,13
124,19,47,54.400001525878906,56.900001525878906,baseline_ei,41.77000045776367,0.1899999976158142,30.0,13.199999809265137,13
125,-5,15,5.300000190734863,5.300000190734863,baseline_ei,1.149999976158142,0.1899999976158142,30.0,5.0,14
126,-4,1,3.299999952316284,5.300000190734863,baseline_ei,1.909999966621399,0.12999999523162842,30.0,5.199999809265137,14
127,-3,82,26.899999618530273,26.899999618530273,baseline_ei,6.139999866485596,0.1899999976158142,30.0,7.199999809265137,14
128,-2,69,33.29999923706055,33.29999923706055,baseline_ei,8.510000228881836,0.17000000178813934,30.0,5.900000095367432,14
129,-1,94,27.600000381469727,33.29999923706055,baseline_ei,5.699999809265137,0.20000000298023224,31.0,6.099999904632568,14
130,0,46,38.29999923706055,38.29999923706055,baseline_ei,10.239999771118164,0.1899999976158142,31.0,6.400000095367432,14
131,1,56,44.599998474121094,44.599998474121094,baseline_ei,10.9399995803833,0.20000000298023224,34.0,6.300000190734863,14
132,2,44,46.0,46.0,baseline_ei,9.359999656677246,0.20000000298023224,36.0,6.599999904632568,14
133,3,79,53.5,53.5,baseline_ei,12.039999961853027,0.20000000298023224,43.0,5.0,14
134,4,112,54.5,54.5,baseline_ei,10.380000114440918,0.17000000178813934,50.0,9.899999618530273,14
135,5,100,55.400001525878906,55.400001525878906,baseline_ei,10.470000267028809,0.1899999976158142,55.0,5.400000095367432,14
136,6,65,53.29999923706055,55.400001525878906,baseline_ei,11.470000267028809,0.20000000298023224,53.0,10.600000381469727,14
137,7,28,51.70000076293945,55.400001525878906,baseline_ei,7.869999885559082,0.20000000298023224,56.0,6.800000190734863,14
138,8,45,56.099998474121094,56.099998474121094,baseline_ei,12.869999885559082,0.20000000298023224,53.0,6.599999904632568,14
139,9,76,49.29999923706055,56.099998474121094,baseline_ei,22.1200008392334,0.20000000298023224,70.0,5.0,14
140,10,2,50.900001525878906,56.099998474121094,baseline_ei,31.760000228881836,0.1599999964237213,49.0,14.5,14
141,11,66,48.900001525878906,56.099998474121094,baseline_ei,19.989999771118164,0.20000000298023224,59.0,12.699999809265137,14
142,12,3,0.0,56.099998474121094,baseline_ei,37.790000915527344,0.019999999552965164,42.0,9.0,14
143,13,42,40.29999923706055,56.099998474121094,baseline_ei,16.579999923706055,0.1899999976158142,69.0,11.600000381469727,14
144,14,38,47.099998474121094,56.099998474121094,baseline_ei,27.799999237060547,0.20000000298023224,68.0,6.199999809265137,14
145,15,23,30.799999237060547,56.099998474121094,baseline_ei,25.1200008392334,0.12999999523162842,70.0,11.399999618530273,14
146,16,59,56.900001525878906,56.900001525878906,baseline_ei,13.510000228881836,0.1899999976158142,51.0,7.0,14
147,17,40,50.79999923706055,56.900001525878906,baseline_ei,43.56999969482422,0.20000000298023224,53.0,6.699999809265137,14
148,18,64,29.200000762939453,56.900001525878906,baseline_ei,40.400001525878906,0.20000000298023224,67.0,14.800000190734863,14
149,19,47,54.400001525878906,56.900001525878906,baseline_ei,41.77000045776367,0.1899999976158142,30.0,13.199999809265137,14
